"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Guan Y.; Shan Y.; Hang Y.; Nie Q.; Liu Y.; Hubacek K.","Guan, Yuru (57204567199); Shan, Yuli (56015318000); Hang, Ye (56594498200); Nie, Qingyun (57201355542); Liu, Yu (56383915700); Hubacek, Klaus (55802235200)","57204567199; 56015318000; 56594498200; 57201355542; 56383915700; 55802235200","Unlocking global carbon reduction potential by embracing low-carbon lifestyles","2025","Nature Communications ","16","1","4599","","","","0","10.1038/s41467-025-59269-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005431550&doi=10.1038%2fs41467-025-59269-1&partnerID=40&md5=3ecbf9668ae3562e6ff237a1fe2efa5d","Article","Final","","Scopus","2-s2.0-105005431550"
"Wang Y.; Wang Y.","Wang, Yunyue (59739845700); Wang, Yafei (56010795100)","59739845700; 56010795100","Carbon footprint heterogeneity across elderly groups in China","2025","Environmental Research Communications","7","1","011003","","","","0","10.1088/2515-7620/ada5b4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002745903&doi=10.1088%2f2515-7620%2fada5b4&partnerID=40&md5=1cb59118f2b35de401fb9f6e3c3bb43e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105002745903"
"Yang K.; Wu J.; Li L.; Mi Z.; Yang J.; Tang L.","Yang, Kaitong (57218198792); Wu, Jun (57215268254); Li, Ling (56650496000); Mi, Zhifu (55272317400); Yang, Junai (57203100230); Tang, Ling (48361896000)","57218198792; 57215268254; 56650496000; 55272317400; 57203100230; 48361896000","Impact of household size and structure on carbon emissions in China","2025","Structural Change and Economic Dynamics","75","","","9","19","10","1","10.1016/j.strueco.2025.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004591285&doi=10.1016%2fj.strueco.2025.05.002&partnerID=40&md5=9252ab7ea593acf681e3e5a0281df63a","Article","Final","","Scopus","2-s2.0-105004591285"
"Lv Y.; Jia Y.; Sang C.; Sun X.","Lv, Yongbin (57224317714); Jia, Ying (59239536400); Sang, Chenying (58700652600); Sun, Xianming (56729387300)","57224317714; 59239536400; 58700652600; 56729387300","Carbon reduction effect of digital finance in China: based on household micro data and input-output model","2025","China Finance Review International","15","2","","363","388","25","4","10.1108/CFRI-03-2024-0083","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199999891&doi=10.1108%2fCFRI-03-2024-0083&partnerID=40&md5=18ab363945c5d582fbe4e95cdc010cff","Article","Final","","Scopus","2-s2.0-85199999891"
"Connolly M.; Shan Y.; Bruckner B.; Li R.; Hubacek K.","Connolly, Mairéad (57817964400); Shan, Yuli (56015318000); Bruckner, Benedikt (57456011500); Li, Ruoqi (57211279070); Hubacek, Klaus (55802235200)","57817964400; 56015318000; 57456011500; 57211279070; 55802235200","Urban and rural carbon footprints in developing countries","2022","Environmental Research Letters","17","8","084005","","","","38","10.1088/1748-9326/ac7c2a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134816680&doi=10.1088%2f1748-9326%2fac7c2a&partnerID=40&md5=106f757275cbe01429d7e21bddc3a5c6","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85134816680"
"Huang L.; Yoshida Y.; Li Y.; Cheng N.; Xue J.; Long Y.","Huang, Liqiao (57221166073); Yoshida, Yoshikuni (7404400212); Li, Yuan (56798676000); Cheng, Nan (58862629600); Xue, Jinjun (37125627700); Long, Yin (57195739016)","57221166073; 7404400212; 56798676000; 58862629600; 37125627700; 57195739016","Sustainable lifestyle: Quantification and determining factors analysis of household carbon footprints in Japan","2024","Energy Policy","186","","114016","","","","20","10.1016/j.enpol.2024.114016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183982426&doi=10.1016%2fj.enpol.2024.114016&partnerID=40&md5=5abb2a4545750a9e248226b267ee29d8","Article","Final","","Scopus","2-s2.0-85183982426"
"Long Y.; Guan D.; Kanemoto K.; Gasparatos A.","Long, Yin (57195739016); Guan, Dabo (15839411900); Kanemoto, Keiichiro (54881919200); Gasparatos, Alexandros (23993569200)","57195739016; 15839411900; 54881919200; 23993569200","Negligible impacts of early COVID-19 confinement on household carbon footprints in Japan","2021","One Earth","4","4","","553","564","11","23","10.1016/j.oneear.2021.03.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104599684&doi=10.1016%2fj.oneear.2021.03.003&partnerID=40&md5=1bc64ba0d88778cbee55eeece937d939","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85104599684"
"Cao Q.; Song J.; Liu C.; Yang W.","Cao, Qilin (58569826900); Song, Junnian (56082496000); Liu, Chaoshuo (58019904600); Yang, Wei (57212396527)","58569826900; 56082496000; 58019904600; 57212396527","Evolving water, energy and carbon footprints in China's food supply chain","2023","Journal of Cleaner Production","423","","138716","","","","11","10.1016/j.jclepro.2023.138716","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170406923&doi=10.1016%2fj.jclepro.2023.138716&partnerID=40&md5=0713c35ddd4f209a443637d4a0bbf416","Article","Final","","Scopus","2-s2.0-85170406923"
"Liobikienė G.; Brizga J.","Liobikienė, Genovaitė (41961309600); Brizga, Jānis (54408170300)","41961309600; 54408170300","Sustainable Consumption in the Baltic States: The Carbon Footprint in the Household Sector","2022","Sustainability (Switzerland)","14","3","1567","","","","10","10.3390/su14031567","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123533102&doi=10.3390%2fsu14031567&partnerID=40&md5=5dbce163500fcb918b40abdff175325d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85123533102"
"Liu X.; Wang K.","Liu, Xinru (58298239200); Wang, Ke (59112585000)","58298239200; 59112585000","The inequality of household carbon footprint in China: A city-level analysis","2024","Energy Policy","188","","114098","","","","1","10.1016/j.enpol.2024.114098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189038951&doi=10.1016%2fj.enpol.2024.114098&partnerID=40&md5=444aee28b8c8f66b5bfd14904d080421","Article","Final","","Scopus","2-s2.0-85189038951"
"Rum I.A.; Tukker A.; Hoekstra R.; Koning A.D.; Yusuf A.A.","Rum, Irlan A. (56300958500); Tukker, Arnold (6701524162); Hoekstra, Rutger (7102302729); Koning, Arjan de (57189351763); Yusuf, Arief. A. (9747814800)","56300958500; 6701524162; 7102302729; 57189351763; 9747814800","Exploring carbon footprints and carbon intensities of Indonesian provinces in a domestic and global context","2024","Frontiers in Environmental Science","12","","1325089","","","","0","10.3389/fenvs.2024.1325089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207011500&doi=10.3389%2ffenvs.2024.1325089&partnerID=40&md5=ee64cc6b240bab32bbcb7e8eb15e71e9","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85207011500"
"Tsuchiya K.; Iha K.; Murthy A.; Lin D.; Altiok S.; Rupprecht C.D.D.; Kiyono H.; McGreevy S.R.","Tsuchiya, Kazuaki (55450460900); Iha, Katsunori (55347689800); Murthy, Adeline (57210833730); Lin, David (56666503900); Altiok, Selen (57212455047); Rupprecht, Christoph D.D. (56229689000); Kiyono, Hisako (57221849080); McGreevy, Steven R. (54179743900)","55450460900; 55347689800; 57210833730; 56666503900; 57212455047; 56229689000; 57221849080; 54179743900","Decentralization & local food: Japan's regional Ecological Footprints indicate localized sustainability strategies","2021","Journal of Cleaner Production","292","","126043","","","","41","10.1016/j.jclepro.2021.126043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100404465&doi=10.1016%2fj.jclepro.2021.126043&partnerID=40&md5=b7a313697fccedf36f85f9369ce32c89","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85100404465"
"Zhang Y.; Yang Y.","Zhang, Yue (58946411200); Yang, Yi (37113902900)","58946411200; 37113902900","Estimating the carbon footprint of Mexican food consumption based on a high-resolution environmentally extended input-output model","2024","Environmental Science and Pollution Research","31","18","","27192","27202","10","1","10.1007/s11356-024-32873-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188146930&doi=10.1007%2fs11356-024-32873-2&partnerID=40&md5=32deed21bc49ca6d1d165890318f6cbd","Article","Final","","Scopus","2-s2.0-85188146930"
"Yuan R.; Rodrigues J.F.D.; Wang J.; Tukker A.; Behrens P.","Yuan, Rong (56542544100); Rodrigues, João F.D. (55909323200); Wang, Juan (57151587300); Tukker, Arnold (6701524162); Behrens, Paul (36342191800)","56542544100; 55909323200; 57151587300; 6701524162; 36342191800","A global overview of developments of urban and rural household GHG footprints from 2005 to 2015","2022","Science of the Total Environment","806","","150695","","","","32","10.1016/j.scitotenv.2021.150695","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116144281&doi=10.1016%2fj.scitotenv.2021.150695&partnerID=40&md5=d95d9737f3b0bdf08d150171690cf524","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85116144281"
"Long Y.; Yoshida Y.; Zeng I.Y.; Xue J.; Li Y.","Long, Yin (57195739016); Yoshida, Yoshikuni (7404400212); Zeng, Isabella Yunfei (57271268800); Xue, Jinjun (37125627700); Li, Yuan (56798676000)","57195739016; 7404400212; 57271268800; 37125627700; 56798676000","Fuel-Specific Carbon Footprint Embodied in Japanese Household Lifestyles","2021","Earth's Future","9","9","e2021EF002213","","","","13","10.1029/2021EF002213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115733817&doi=10.1029%2f2021EF002213&partnerID=40&md5=06922be8cfe984e41cff7f9fe758eb5b","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85115733817"
"Liu L.-J.; Liu L.-C.; Liang Q.-M.","Liu, Li-Jing (57195253876); Liu, Lan-Cui (11940718000); Liang, Qiao-Mei (13002620600)","57195253876; 11940718000; 13002620600","Common footprints of the greenhouse gases and air pollutants in China","2021","Journal of Cleaner Production","293","","125991","","","","28","10.1016/j.jclepro.2021.125991","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100418591&doi=10.1016%2fj.jclepro.2021.125991&partnerID=40&md5=094c34c348addac94bd7b10c209079dc","Article","Final","","Scopus","2-s2.0-85100418591"
"Shigetomi Y.; Kanemoto K.; Yamamoto Y.; Kondo Y.","Shigetomi, Yosuke (56028497000); Kanemoto, Keiichiro (54881919200); Yamamoto, Yuki (55476399400); Kondo, Yasushi (57203953434)","56028497000; 54881919200; 55476399400; 57203953434","Quantifying the carbon footprint reduction potential of lifestyle choices in Japan","2021","Environmental Research Letters","16","6","064022","","","","52","10.1088/1748-9326/abfc07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107597133&doi=10.1088%2f1748-9326%2fabfc07&partnerID=40&md5=eded7f7616dd7746ece32c70ce97e4f4","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85107597133"
"Zhang Z.; Cui Y.; Zhang Z.","Zhang, ZhongXiang (55721626100); Cui, Yalei (57927782300); Zhang, Zengkai (57193542903)","55721626100; 57927782300; 57193542903","Unequal age-based household carbon footprint in China","2023","Climate Policy","23","5","","577","592","15","19","10.1080/14693062.2022.2132200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139865987&doi=10.1080%2f14693062.2022.2132200&partnerID=40&md5=df5eefd911478d406945361ec61aa272","Article","Final","","Scopus","2-s2.0-85139865987"
"Long Y.; Chen G.; Wang Y.","Long, Ying (58513960300); Chen, Guangwu (56898280400); Wang, Yafei (56010795100)","58513960300; 56898280400; 56010795100","Carbon footprint of residents' online consumption in China","2023","Environmental Impact Assessment Review","103","","107228","","","","39","10.1016/j.eiar.2023.107228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166321071&doi=10.1016%2fj.eiar.2023.107228&partnerID=40&md5=fa15e0ac1138bd62fe0d140714073cde","Article","Final","","Scopus","2-s2.0-85166321071"
"Lenk C.; Arendt R.; Bach V.; Finkbeiner M.","Lenk, Clara (58481344700); Arendt, Rosalie (57215832651); Bach, Vanessa (55169864100); Finkbeiner, Matthias (56262719600)","58481344700; 57215832651; 55169864100; 56262719600","Territorial-based vs. Consumption-based carbon footprint of an urban district—A case study of berlin-wedding","2021","Sustainability (Switzerland)","13","13","7262","","","","9","10.3390/su13137262","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109758804&doi=10.3390%2fsu13137262&partnerID=40&md5=e00eb41debe8e004fc75bed75d1d1a1c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85109758804"
"Ottelin J.; Amiri A.; Steubing B.; Junnila S.","Ottelin, Juudit (56335553000); Amiri, Ali (56653183400); Steubing, Bernhard (26325795900); Junnila, Seppo (57213561600)","56335553000; 56653183400; 26325795900; 57213561600","Comparative carbon footprint analysis of residents of wooden and non-wooden houses in Finland","2021","Environmental Research Letters","16","7","074006","","","","14","10.1088/1748-9326/ac06f9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109127530&doi=10.1088%2f1748-9326%2fac06f9&partnerID=40&md5=076afca4432d1af20b4648cc28962b39","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85109127530"
"Jetashree N.; Zhong Q.; Zhou H.; Li Y.; Liu Y.; Li J.; Liang S.","Jetashree, None (57428498900); Zhong, Qiumeng (57216869194); Zhou, Haifeng (57200074535); Li, Yumeng (57204957434); Liu, Yu (56383915700); Li, Jiashuo (55720862200); Liang, Sai (36453970600)","57428498900; 57216869194; 57200074535; 57204957434; 56383915700; 55720862200; 36453970600","Role of Trade in India’s Rising Atmospheric Mercury Emissions","2022","Environmental Science and Technology","56","2","","790","803","13","15","10.1021/acs.est.1c06321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122534118&doi=10.1021%2facs.est.1c06321&partnerID=40&md5=8d834e11761cb206c3208465ca2666fc","Article","Final","","Scopus","2-s2.0-85122534118"
"Liu L.; Xu L.; Wang S.; Tian X.","Liu, Ludi (58246397100); Xu, Lei (59046759200); Wang, Songyan (58244970000); Tian, Xin (39262701900)","58246397100; 59046759200; 58244970000; 39262701900","The transition patterns of rural household carbon footprint in China","2023","Resources, Environment and Sustainability","13","","100122","","","","18","10.1016/j.resenv.2023.100122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159060490&doi=10.1016%2fj.resenv.2023.100122&partnerID=40&md5=ed2efe093ccf0a3b0dfeafe7993e503a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85159060490"
"Dejuán Ó.; Portella-Carbó F.; Ortiz M.","Dejuán, Óscar (26643749600); Portella-Carbó, Ferran (57160226700); Ortiz, Mateo (57214691972)","26643749600; 57160226700; 57214691972","Economic and environmental impacts of decarbonisation through a hybrid MRIO multiplier-accelerator model","2022","Economic Systems Research","34","1","","1","21","20","18","10.1080/09535314.2020.1848808","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096882904&doi=10.1080%2f09535314.2020.1848808&partnerID=40&md5=f900129b3d485a0e47a95e231f044798","Article","Final","","Scopus","2-s2.0-85096882904"
"Long Y.; Feng J.; Sun A.; Wang R.; Wang Y.","Long, Ying (58513960300); Feng, Jiahao (58003554900); Sun, Aolong (58568816900); Wang, Rui (59279039000); Wang, Yafei (56010795100)","58513960300; 58003554900; 58568816900; 59279039000; 56010795100","Structural Characteristics of the Household Carbon Footprint in an Aging Society","2023","Sustainability (Switzerland)","15","17","12825","","","","5","10.3390/su151712825","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170384237&doi=10.3390%2fsu151712825&partnerID=40&md5=fe032f6ba852b08e12cdb1130c215eb6","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85170384237"
"Can Z.G.","Can, Zeynep Gizem (57217424052)","57217424052","Distributional Drivers of Carbon Emissions in Türkiye","2025","Sustainability (Switzerland)","17","9","4023","","","","0","10.3390/su17094023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004910612&doi=10.3390%2fsu17094023&partnerID=40&md5=befd379e0c1230deaf5d15fefb43a2a1","Article","Final","","Scopus","2-s2.0-105004910612"
"Starr J.; Nicolson C.; Ash M.; Markowitz E.M.; Moran D.","Starr, Jared (56417234600); Nicolson, Craig (8287505300); Ash, Michael (7004783779); Markowitz, Ezra M. (9741634300); Moran, Daniel (12801754000)","56417234600; 8287505300; 7004783779; 9741634300; 12801754000","Income-based U.S. household carbon footprints (1990–2019) offer new insights on emissions inequality and climate finance","2023","PLOS Climate","2","8","e0000190","","","","12","10.1371/journal.pclm.0000190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175346653&doi=10.1371%2fjournal.pclm.0000190&partnerID=40&md5=2d7269c4f3338986d46bd2c4a6900896","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85175346653"
"Koide R.; Kojima S.; Nansai K.; Lettenmeier M.; Asakawa K.; Liu C.; Murakami S.","Koide, Ryu (55339829900); Kojima, Satoshi (55761974700); Nansai, Keisuke (55942735500); Lettenmeier, Michael (13004476300); Asakawa, Kenji (57219147200); Liu, Chen (52264117400); Murakami, Shinsuke (57234800100)","55339829900; 55761974700; 55942735500; 13004476300; 57219147200; 52264117400; 57234800100","Exploring carbon footprint reduction pathways through urban lifestyle changes: A practical approach applied to Japanese cities","2021","Environmental Research Letters","16","8","084001","","","","39","10.1088/1748-9326/ac0e64","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112051905&doi=10.1088%2f1748-9326%2fac0e64&partnerID=40&md5=979e5f9d763af7c77b42a2cc222fbdf9","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85112051905"
"Song K.; Baiocchi G.; Feng K.; Hubacek K.; Sun L.","Song, Kaihui (57199054298); Baiocchi, Giovanni (16644723000); Feng, Kuishuang (35169268500); Hubacek, Klaus (55802235200); Sun, Laixiang (15821588400)","57199054298; 16644723000; 35169268500; 55802235200; 15821588400","Unequal household carbon footprints in the peak-and-decline pattern of U.S. greenhouse gas emissions","2022","Journal of Cleaner Production","368","","132650","","","","30","10.1016/j.jclepro.2022.132650","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135112822&doi=10.1016%2fj.jclepro.2022.132650&partnerID=40&md5=b06dc37012c81c82f85fb9e5153c544b","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85135112822"
"Xia Z.; Liu K.; Li J.; Gu Y.; Hu B.; Zhong Y.; Ye J.; Lam K.L.","Xia, Ziqian (57218222868); Liu, Kuang (59870063300); Li, Jiangnan (58867948400); Gu, Yanjun (59870063400); Hu, Bo (59861470300); Zhong, Yun (59155831400); Ye, Jinquan (57428350700); Lam, Ka Leung (57192294975)","57218222868; 59870063300; 58867948400; 59870063400; 59861470300; 59155831400; 57428350700; 57192294975","Evaluating carbon footprint calculators: a comprehensive assessment framework","2025","Clean Technologies and Environmental Policy","","","101613","","","","0","10.1007/s10098-025-03169-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004836478&doi=10.1007%2fs10098-025-03169-x&partnerID=40&md5=1803c2435f7ab71ca209eb200d96011c","Article","Article in press","","Scopus","2-s2.0-105004836478"
"Córcoles C.; López L.A.; Osorio P.; Zafrilla J.","Córcoles, Carmen (57210260366); López, Luis Antonio (23100482700); Osorio, Pilar (57449453900); Zafrilla, Jorge (55363057200)","57210260366; 23100482700; 57449453900; 55363057200","The carbon footprint of the empty Castilla-La Mancha","2024","Energy Policy","184","","113892","","","","2","10.1016/j.enpol.2023.113892","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176319120&doi=10.1016%2fj.enpol.2023.113892&partnerID=40&md5=f5129681f28dd60f836fa552bd0ea522","Article","Final","","Scopus","2-s2.0-85176319120"
"Starr J.; Nicolson C.; Ash M.; Markowitz E.M.; Moran D.","Starr, Jared (56417234600); Nicolson, Craig (8287505300); Ash, Michael (7004783779); Markowitz, Ezra M. (9741634300); Moran, Daniel (12801754000)","56417234600; 8287505300; 7004783779; 9741634300; 12801754000","Assessing U.S. consumers' carbon footprints reveals outsized impact of the top 1%","2023","Ecological Economics","205","","107698","","","","25","10.1016/j.ecolecon.2022.107698","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144962646&doi=10.1016%2fj.ecolecon.2022.107698&partnerID=40&md5=3a9fdf829073b8a1a37ce9711f96309e","Article","Final","","Scopus","2-s2.0-85144962646"
"Li K.; Li H.; Wang Y.; Yang Z.; Liang S.","Li, Ke (59791679400); Li, Hui (57216642417); Wang, Yafei (56010795100); Yang, Zhifeng (7405433398); Liang, Sai (36453970600)","59791679400; 57216642417; 56010795100; 7405433398; 36453970600","Household carbon footprints of age groups in China and socioeconomic influencing factors","2024","Science of the Total Environment","923","","171402","","","","6","10.1016/j.scitotenv.2024.171402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186760162&doi=10.1016%2fj.scitotenv.2024.171402&partnerID=40&md5=ad73ab8fcc6b84dc0aa030ff331ff2b7","Article","Final","","Scopus","2-s2.0-85186760162"
"Zhang H.; Xu Y.; Lahr M.L.","Zhang, Haiyan (55685505900); Xu, Yue (35207163400); Lahr, Michael L. (6603894497)","55685505900; 35207163400; 6603894497","The greenhouse gas footprints of China's food production and consumption (1987–2017)","2022","Journal of Environmental Management","301","","113934","","","","47","10.1016/j.jenvman.2021.113934","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116852380&doi=10.1016%2fj.jenvman.2021.113934&partnerID=40&md5=ac60e9b3098062e6c7765251ca314a0b","Article","Final","","Scopus","2-s2.0-85116852380"
"Jadin J.; Le Henaff F.","Jadin, Julia (57778493000); Le Henaff, Florine (59758920000)","57778493000; 59758920000","The differential impact of COVID-19 on Belgian household carbon footprints: A gender perspective","2025","Journal of Industrial Ecology","29","3","","1022","1036","14","0","10.1111/jiec.70019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003813934&doi=10.1111%2fjiec.70019&partnerID=40&md5=5ab2811a631a4cad2a2b1a2870f58084","Article","Final","","Scopus","2-s2.0-105003813934"
"Shershunovich Y.; Mirzabaev A.","Shershunovich, Yauheniya (57205115912); Mirzabaev, Alisher (57221772387)","57205115912; 57221772387","Social cost of household emissions: cross-country comparison across the economic development spectrum","2024","Environment, Development and Sustainability","26","6","","15285","15305","20","6","10.1007/s10668-023-03248-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153350646&doi=10.1007%2fs10668-023-03248-3&partnerID=40&md5=06b57de5b8f787523f12a8a148132680","Article","Final","","Scopus","2-s2.0-85153350646"
"Hata S.; Nansai K.; Nakajima K.","Hata, Sho (57225129443); Nansai, Keisuke (55942735500); Nakajima, Kenichi (35094434700)","57225129443; 55942735500; 35094434700","Fixed-capital formation for services in Japan incurs substantial carbon-intensive material consumption","2022","Resources, Conservation and Recycling","182","","106334","","","","11","10.1016/j.resconrec.2022.106334","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128167764&doi=10.1016%2fj.resconrec.2022.106334&partnerID=40&md5=7d4409e1361978fecc33075e5527d3d4","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85128167764"
"Jakobs A.; Schulte S.; Pauliuk S.","Jakobs, Arthur (57290730100); Schulte, Simon (57291071500); Pauliuk, Stefan (36051903700)","57290730100; 57291071500; 36051903700","Where is my footprint located? Estimating the geographical variance of hybrid LCA footprints","2024","Journal of Industrial Ecology","28","5","","1073","1088","15","1","10.1111/jiec.13467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200160907&doi=10.1111%2fjiec.13467&partnerID=40&md5=252db8a4b5cfa872b3b8f570a1f942be","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85200160907"
"Liu X.; Zhang L.; Hao Y.; Yin X.; Shi Z.","Liu, Xiaoyu (58388525400); Zhang, Lixiao (22036875200); Hao, Yan (56222211800); Yin, Xuemei (57183482600); Shi, Zhimin (57224480810)","58388525400; 22036875200; 56222211800; 57183482600; 57224480810","Increasing disparities in the embedded carbon emissions of provincial urban households in China","2022","Journal of Environmental Management","302","","113974","","","","38","10.1016/j.jenvman.2021.113974","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117689890&doi=10.1016%2fj.jenvman.2021.113974&partnerID=40&md5=05f0c95da88386160a584e9dbc021790","Article","Final","","Scopus","2-s2.0-85117689890"
"Sajid M.J.; Niu H.; Zijing liang; Xie J.; ur Rahman M.H.","Sajid, Muhammad Jawad (57208781512); Niu, Honglei (35794098400); Zijing liang (57223359523); Xie, Jing (57222273882); ur Rahman, Muhammad Habib (55949097000)","57208781512; 35794098400; 57223359523; 57222273882; 55949097000","Final consumer embedded carbon emissions and externalities: A case of Chinese consumers","2021","Environmental Development","39","","100642","","","","17","10.1016/j.envdev.2021.100642","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105722907&doi=10.1016%2fj.envdev.2021.100642&partnerID=40&md5=ea284a15af5d962261d290c8267cc035","Article","Final","","Scopus","2-s2.0-85105722907"
"Balaji B.; Vunnava V.S.G.; Guest G.; Kramer J.","Balaji, Bharathan (58224756000); Vunnava, Venkata Sai Gargeya (57207194971); Guest, Geoffrey (53871285200); Kramer, Jared (57216963483)","58224756000; 57207194971; 53871285200; 57216963483","CaML: Carbon Footprinting of Household Products with Zero-Shot Semantic Text Similarity","2023","ACM Web Conference 2023 - Proceedings of the World Wide Web Conference, WWW 2023","","","","4004","4014","10","2","10.1145/3543507.3583882","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159281013&doi=10.1145%2f3543507.3583882&partnerID=40&md5=aa24c0e2a594d7d7724bc45174b672eb","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85159281013"
"Goodwin K.; Allen C.; Teh S.H.; Li M.; Fry J.; Lenzen M.; Farrelly S.; Leon C.; Lewis S.; Chen G.; Schandl H.; Wiedmann T.","Goodwin, Kylie (57226283417); Allen, Cameron (57191579034); Teh, Soo Huey (56789696100); Li, Mengyu (57201739147); Fry, Jacob (56112200800); Lenzen, Manfred (7003767895); Farrelly, Serena (58167302200); Leon, Constanza (58167520200); Lewis, Sophie (58390565900); Chen, Guangwu (56898280400); Schandl, Heinz (15729593900); Wiedmann, Thomas (11940678500)","57226283417; 57191579034; 56789696100; 57201739147; 56112200800; 7003767895; 58167302200; 58167520200; 58390565900; 56898280400; 15729593900; 11940678500","Targeting 1.5 degrees with the global carbon footprint of the Australian Capital Territory","2023","Environmental Science and Policy","144","","","137","150","13","6","10.1016/j.envsci.2023.03.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151424816&doi=10.1016%2fj.envsci.2023.03.006&partnerID=40&md5=2b53202010ed8b6d03d6afbcbf8d1d62","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85151424816"
"Sánchez-Serrano M.; Zafrilla J.; Ortiz M.; Arce G.","Sánchez-Serrano, Marina (58741236800); Zafrilla, Jorge (55363057200); Ortiz, Mateo (57214691972); Arce, Guadalupe (57193236444)","58741236800; 55363057200; 57214691972; 57193236444","Carbon taxation and related vulnerability of Spanish urban and rural households in a regional level","2024","Regional Science Policy and Practice","16","10","100123","","","","2","10.1016/j.rspp.2024.100123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200586277&doi=10.1016%2fj.rspp.2024.100123&partnerID=40&md5=a316890feb2bb7fc5d466ce1c6b68f77","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85200586277"
